title,author,first_name,last_name,genre,series,description,publish_date,publisher,ean_isbn,upc_isbn,pages,ddc,cover_style,sprayed_edges,special_ed,first_ed,signed,location
Star Wars: the Princess and the Scoundrel,Beth Revis,Beth,Revis,Science Fiction / Romance,Star Wars Disney Canon Novel,"You are cordially invited to the wedding of Princess Leia Organa and Han Solo.
The Death Star is destroyed. Darth Vader is dead. The Empire is desolate. But on the forest moon of Endor, among the chaos of a changing galaxy, time stands still for a princess and her scoundrel.
After being frozen in carbonite, then risking everything for the Rebellion, Han is eager to stop living his life for other people. He and Leia have earned their future together, a thousand times over. And when he proposes to Leia, it’s the first time in a long time he’s had a good feeling about this. For Leia, a lifetime of fighting doesn’t seem truly over. There is work still to do, penance to pay for the dark secret that she now knows runs through her veins. Her brother, Luke, is offering her that chance—one that comes with family and the promise of the Force. But when Han asks her to marry him, Leia finds her answer immediately on her lips . . . Yes.
Yet happily ever after doesn’t come easily. As soon as Han and Leia depart their idyllic ceremony for their honeymoon, they find themselves on the grandest and most glamorous stage of the Halcyon, a luxury vessel on a very public journey to the most wondrous worlds in the galaxy. Their marriage, and the peace and prosperity it represents, are a lightning rod for all—including Imperial remnants still clinging to power.
Facing their most desperate hour, the soldiers of the Empire have dispersed across the galaxy, retrenching on isolated planets vulnerable to their influence. As the Halcyon travels from world to world, one thing becomes abundantly The war is not over. But as danger draws closer, Han and Leia find that they fight their best battles not alone, but as husband and wife.",2023-01-31,Random House Worlds,9780593499368,593499360,400,FIC REV,paperback,0,1,1,0,
Percy Jackson and the Olympians the Lightning Thief Deluxe Collector's Edition,Rick Riordan,Rick,Riordan,Fantasy / Mythology / YA,"Percy Jackson and the Olympians, Book 1","This gorgeous foiled edition of THE LIGHTNING THIEF with new interior art is the perfect accompaniment to the Percy Jackson and the Olympians series The son of a sea god has never looked so good! Rick Riordan's classic first novel, THE LIGHTNING THIEF, has been dressed up in a deluxe edition with a foiled cover, stained edges, a marker ribbon, ten pages of new interior illustrations, and notes from Rick. This unabridged hardcover comes in a foiled slipcase with shrink-wrapping. Not only will it beautify any book collector's shelf, but it can also be enjoyed along with the Percy Jackson and the Olympians series on Disney+.",2024-01-30,Disney Publishing Worldwide,9781368101028,136810102X,416,FIC RIO,hardcover,1,1,1,0,
The Chalice of the Gods,Rick Riordan,Rick,Riordan,Fantasy / Mythology / YA,"Percy Jackson and the Olympians, Book 6","Percy Jackson's hope for a normal senior year is shattered as the gods present him with three quests, beginning with the retrieval of Zeus's goblet, in order to get the necessary three letters of recommendation for college.",2023-01-01,Disney Hyperion,9781368099370,1368099378,268,FIC RIO,hardcover,0,0,1,0,
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,Rick,Riordan,Fantasy / Mythology / YA,"Percy Jackson and the Olympians, Book 5","All year the half-bloods have been preparing for battle against the Titans, knowing the odds are against them. Kronos is stronger than ever, and with every god and half-blood he recruits, his power only grows. In this momentous final book in the New York Times best-selling series, the prophecy surrounding Percy’s sixteenth birthday unfolds. And as the battle for Western civilization rages on the streets of Manhattan, Percy faces a terrifying suspicion that he may be fighting against his own fate.",2011-01-25,Hyperion Book CH,9781423101505,1423101502,416,,paperback,0,0,0,0,
"The Titan's Curse (Percy Jackson and the Olympians, Book 3)",Rick Riordan,Rick,Riordan,Fantasy / Mythology / YA,"Percy Jackson and the Olympians, Book 4","When the goddess Artemis goes missing, she is believed to have been kidnapped. And now it's up to Percy and his friends to find out what happened. Who is powerful enough to kidnap a goddess? They must find Artemis before the winter solstice, when her influence on the Olympian Council could swing an important vote on the war with the titans. Not only that, but first Percy will have to solve the mystery of a rare monster that Artemis was hunting when she disappeared-a monster rumored to be so powerful it could destroy Olympus forever.Please note: While the cover of the book may vary the content is the same.",2008-04-08,Disney-Hyperion,9781423101482,1423101480,352,,paperback,0,0,0,0,
"The Battle of the Labyrinth (Percy Jackson and the Olympians, Book 4)",Rick Riordan,Rick,Riordan,Fantasy / Mythology / YA,"Percy Jackson and the Olympians, Book 3","Percy Jackson isn&rsquo;t expecting freshman orientation to be any fun.&nbsp; But when a mysterious mortal acquaintance appears on campus, followed by demon cheerleaders, things quickly move from bad to diabolical. In this latest installment of the blockbuster series, time is running out as war between the Olympians and the evil Titan lord Kronos draws near. Even the safe haven of Camp Half-Blood grows more vulnerable by the minute as Kronos&rsquo;s army prepares to invade its once impenetrable borders. To stop them, Percy and his demigod friends must set out on a quest through the Labyrinth&mdash;a sprawling underground world with stunning surprises at every turn.&nbsp;Full of humor and heart-pounding action, this fourth book promises to be their most thrilling adventure yet.",2009-04-07,Hyperion Book CH,9781423101499,1423101499,384,,paperback,0,0,0,0,
"The Sea of Monsters (Percy Jackson and the Olympians, Book 2)",Rick Riordan,Rick,Riordan,Fantasy / Mythology / YA,"Percy Jackson and the Olympians, Book 2","After a summer spent trying to prevent a catastrophic war among the Greek gods, Percy Jackson finds his seventh-grade school year unnervingly quiet. His biggest problem is dealing with his new friend, Tyson&mdash;a six-foot-three, mentally challenged homeless kid who follows Percy everywhere, making it hard for Percy to have any &ldquo;normal&rdquo; friends.But things don&rsquo;t stay quiet for long. Percy soon discovers there is trouble at Camp Half-Blood: the magical borders which protect Half-Blood Hill have been poisoned by a mysterious enemy, and the only safe haven for demigods is on the verge of being overrun by mythological monsters. To save the camp, Percy needs the help of his best friend, Grover, who has been taken prisoner by the Cyclops Polyphemus on an island somewhere in the Sea of Monsters, the dangerous waters Greek heroes have sailed for millennia&mdash;only today, the Sea of Monsters goes by a new name&hellip;the Bermuda Triangle.Now Percy and his friends&mdash;Grover, Annabeth, and Tyson&mdash;must retrieve the Golden Fleece from the Island of the Cyclopes by the end of the summer or Camp Half-Blood will be destroyed. But first, Percy will learn a stunning new secret about his family&mdash;one that makes him question whether being claimed as Poseidon&rsquo;s son is an honor or simply a cruel joke.",2007-03-20,Disney-Hyperion,9781423103349,1423103343,304,,paperback,0,0,0,0,
"The Lightning Thief (Percy Jackson and the Olympians, Book 1)",Rick Riordan,Rick,Riordan,Fantasy / Mythology / YA,"Percy Jackson and the Olympians, Book 1","Percy Jackson and the Olympians, Book One: Lightning Thief, The",2006-03-21,Disney-Hyperion,9780786838653,786838655,400,,paperback,0,0,0,0,
Wicked Villain Shorts,Katee Robert,Katee,Robert,,,"Return to the world of Carver City a series of check-ins with your favorite characters as they navigate their hard-earned happily-ever-afters and enjoy their lives together.Join Jasmine for her first winter solstice with Jafar. Attend the public scene that announces Hades and Meg's relationship with Hercules. Play Seven Minutes in Heaven with Isabelle, her men...and Aurora. This book contains sixteen check-ins with various characters, previously available only to either newsletter subscribers or Patreon subscribers.",2020-12-07,,9781951329266,1951329260,142,,paperback,0,0,1,0,
The Little Ballerina (Pictureback(R)),Katharine Ross,Katharine,Ross,,,"Illustrated in full color. The Little Ballerina will dance her way into the hearts of little girls everywhere. Readers will share her determination as she practices the five basic positions, works at the barre, and struggles to do a perfect pirouette. And they will cheer when she shines as a sunbeam in the Big Recital! Ballet terms, pronunciation guide, and illustrations of steps are included.&nbsp;&nbsp;",1996-08-27,Random House Books for Young Readers,9780679849155,679849157,32,,paperback,0,1,1,1,
The World of Heroes and Knights,Daniela Rossi,Daniela,Rossi,,,"The World of Heroes and Knights. Travel the world through dangerous lands with twelve strong and courageous heroes and knights. Inspired by literature and folklore, their stories will lead you to adventure and glory. You will travel far and wide through dangerous and mysterious lands: from medieval England to ancient Greece, from the sunrise land of Japan to the stormy Caribbean Sea, from the territories of Native Americans to the endless Russian steppe. Page after page, you will meet great characters and you will join their incredible adventures. Their stories will teach you the value of courage, intelligence, generosity, and all those virtues that belong only to a real hero. Are you ready? Close your eyes then, place your finger on the map and...may the journey begin!",,,9781627951487,1627951482,,,hardcover,0,0,1,0,
Harry Potter and the Order of the Phoenix: The Illustrated Edition ,"J K Rowling, Jim Kay (Illustrator), Neil Packer (Illustrator)",J,Rowling,Fantasy / YA,"Harry Potter, Book 5","The fifth book in the beloved, bestselling Harry Potter series, now illustrated in brilliant full color. There is a door at the end of a silent corridor. And it's haunting Harry Potter's dreams. Why else would he be waking in the middle of the night, screaming in terror? It's not just the upcoming O.W.L. exams; a new teacher with a personality like poisoned honey; a venomous, disgruntled house-elf; or even the growing threat of He-Who-Must-Not-Be-Named. Now Harry Potter is faced with the unreliability of the very government of the magical world and the impotence of the authorities at Hogwarts. Despite this (or perhaps because of it), he finds depth and strength in his friends, beyond what even he knew; boundless loyalty; and unbearable sacrifice. Experience book five in the Harry Potter series illustrated in brilliant full color for the first time. With its oversized format, high-quality paper, ribbon bookmark, and color on nearly every page, this edition is the perfect gift for Harry Potter fans and book lovers of all ages.",2022-10-11,Scholastic Inc.,9780545791434,054579143X,576,FIC ROW,hardcover,0,0,1,0,
